% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   FM   3.00000000   20   18   PC_HD600_audioengineD3   02-05-2019 15:47:14 
1   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 15:47:14 
2   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   02-05-2019 15:51:50 
2   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 15:51:50 
3   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   02-05-2019 16:01:03 
3   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 16:01:03 
4   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   07-05-2019 15:55:09 
4   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 15:55:09 
5   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   07-05-2019 16:02:54 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 16:02:54 
6   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   07-05-2019 16:14:35 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 16:14:35 
7   1   500.00000000   0.76000000   FM   3.00000000   20   18   PC_HD600_audioengineD3   07-05-2019 16:28:05 
7   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 16:28:05 
8   1   500.00000000   0.76000000   AM   3.00000000   20   10   PC_HD600_audioengineD3   07-05-2019 16:29:59 
8   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 16:29:59 
9   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   07-05-2019 16:46:39 
9   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 16:46:39 
10   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   07-05-2019 16:57:16 
10   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 16:57:16 
11   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   13-05-2019 14:42:53 
11   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 14:42:53 
12   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   13-05-2019 15:16:01 
12   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 15:16:01 
13   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   13-05-2019 15:18:01 
13   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 15:18:01 
14   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   13-05-2019 15:46:13 
14   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 15:46:13 
15   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   13-05-2019 16:07:24 
15   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 16:07:24 
16   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   13-05-2019 16:18:32 
16   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 16:18:32 
17   1   500.00000000   0.76000000   AM   3.00000000   20   9   PC_HD600_audioengineD3   13-05-2019 16:30:26 
17   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 16:30:26 
18   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   14-05-2019 15:29:39 
18   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 15:29:39 
19   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   14-05-2019 15:45:41 
19   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 15:45:41 
20   1   500.00000000   0.76000000   AM   3.00000000   20   10   PC_HD600_audioengineD3   14-05-2019 16:30:51 
20   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 16:30:51 
