%   exppar1[Hz]   exppar2[Hz]   exppar3[probability]   exppar4[N/A]   expvar[dB or Hz]   expvarSD[dB or Hz]   calscript   dateStamp   timeStamp
   3.00000000   500.00000000   0.76000000   AM   -19.48026316   2.19463863   PC_HD600_audioengineD3   09-04-2019 09:49:23 
   3.00000000   500.00000000   0.76000000   FM   2.00421138   1.27502585   PC_HD600_audioengineD3   09-04-2019 09:53:10 
   3.00000000   500.00000000   0.76000000   FM   2.55886043   1.15464757   PC_HD600_audioengineD3   09-04-2019 09:56:51 
   3.00000000   500.00000000   0.76000000   AM   -34.20394737   5.23974645   PC_HD600_audioengineD3   09-04-2019 10:01:03 
   3.00000000   500.00000000   0.76000000   AM   -22.98684211   3.14005377   PC_HD600_audioengineD3   09-04-2019 10:04:54 
   3.00000000   500.00000000   0.76000000   FM   2.03803498   1.18293266   PC_HD600_audioengineD3   09-04-2019 10:08:06 
   3.00000000   500.00000000   0.76000000   FM   1.84904775   1.30983883   PC_HD600_audioengineD3   09-04-2019 10:11:37 
   3.00000000   500.00000000   0.76000000   AM   -21.68421053   2.38996053   PC_HD600_audioengineD3   09-04-2019 10:15:19 
   3.00000000   500.00000000   0.76000000   FM   1.44865428   1.29538741   PC_HD600_audioengineD3   09-04-2019 10:19:01 
   3.00000000   500.00000000   0.76000000   AM   -20.34868421   2.65482333   PC_HD600_audioengineD3   09-04-2019 10:23:44 
