% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   FM   3.00000000   20   11   PC_HD600_audioengineD3   06-05-2019 16:43:46 
1   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 16:43:46 
2   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   06-05-2019 16:51:33 
2   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 16:51:33 
3   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   07-05-2019 08:07:40 
3   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:07:40 
4   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   07-05-2019 08:24:20 
4   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:24:20 
5   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   07-05-2019 08:33:46 
5   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:33:46 
6   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   07-05-2019 08:40:33 
6   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:40:33 
7   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   07-05-2019 08:55:08 
7   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:55:08 
8   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   10-05-2019 08:11:33 
8   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:11:33 
9   1   500.00000000   0.76000000   FM   3.00000000   20   11   PC_HD600_audioengineD3   10-05-2019 08:28:42 
9   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:28:42 
10   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   10-05-2019 08:37:46 
10   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:37:46 
11   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   10-05-2019 08:50:53 
11   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:50:53 
12   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   10-05-2019 08:54:52 
12   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:54:52 
13   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   16-05-2019 08:12:01 
13   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:12:01 
14   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   16-05-2019 08:21:05 
14   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:21:05 
15   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   16-05-2019 08:31:41 
15   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:31:41 
16   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   16-05-2019 08:51:48 
16   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:51:48 
17   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   17-05-2019 08:11:01 
17   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:11:01 
18   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   17-05-2019 08:24:01 
18   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:24:01 
19   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   17-05-2019 08:30:09 
19   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:30:09 
20   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   17-05-2019 08:42:00 
20   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:42:00 
