% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   13-04-2019 17:02:25 
1   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-04-2019 17:02:25 
2   1   500.00000000   0.76000000   FM   3.00000000   20   18   PC_HD600_audioengineD3   13-04-2019 17:11:15 
2   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-04-2019 17:11:15 
3   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   13-04-2019 17:38:29 
3   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-04-2019 17:38:29 
4   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   13-04-2019 17:43:58 
4   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-04-2019 17:43:58 
5   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   13-04-2019 17:52:35 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-04-2019 17:52:35 
6   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   13-04-2019 18:06:49 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-04-2019 18:06:49 
7   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   15-04-2019 18:18:52 
7   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 18:18:52 
8   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   15-04-2019 18:29:57 
8   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 18:29:57 
9   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   15-04-2019 18:41:23 
9   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 18:41:23 
10   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   15-04-2019 18:51:12 
10   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 18:51:12 
11   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   15-04-2019 19:06:22 
11   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 19:06:22 
12   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   15-04-2019 19:19:38 
12   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 19:19:38 
13   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   15-04-2019 19:33:30 
13   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 19:33:30 
14   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   15-04-2019 19:43:50 
14   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 19:43:50 
15   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   15-04-2019 19:48:32 
15   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 19:48:32 
16   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   23-04-2019 19:06:02 
16   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   23-04-2019 19:06:02 
17   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   23-04-2019 19:17:23 
17   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   23-04-2019 19:17:23 
18   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   23-04-2019 19:26:20 
18   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   23-04-2019 19:26:20 
19   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   23-04-2019 19:45:12 
19   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   23-04-2019 19:45:12 
20   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   23-04-2019 19:49:39 
20   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   23-04-2019 19:49:39 
