% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   02-05-2019 17:47:21 
1   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 17:47:21 
2   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   03-05-2019 09:05:48 
2   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:05:48 
3   1   500.00000000   0.76000000   AM   3.00000000   20   9   PC_HD600_audioengineD3   03-05-2019 09:14:51 
3   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:14:51 
4   1   500.00000000   0.76000000   FM   3.00000000   20   11   PC_HD600_audioengineD3   03-05-2019 09:22:47 
4   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:22:47 
5   1   500.00000000   0.76000000   AM   3.00000000   20   10   PC_HD600_audioengineD3   03-05-2019 09:40:58 
5   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:40:58 
6   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   03-05-2019 09:49:16 
6   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:49:16 
7   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   03-05-2019 09:57:41 
7   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:57:41 
8   1   500.00000000   0.76000000   FM   3.00000000   20   11   PC_HD600_audioengineD3   06-05-2019 17:06:22 
8   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:06:22 
9   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   06-05-2019 17:20:21 
9   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:20:21 
10   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   06-05-2019 17:26:14 
10   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:26:14 
11   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   06-05-2019 17:38:26 
11   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:38:26 
12   1   500.00000000   0.76000000   FM   3.00000000   20   18   PC_HD600_audioengineD3   06-05-2019 17:54:41 
12   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:54:41 
13   1   500.00000000   0.76000000   AM   3.00000000   20   20   PC_HD600_audioengineD3   06-05-2019 18:13:33 
13   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 18:13:33 
14   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   06-05-2019 18:23:30 
14   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 18:23:30 
15   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   06-05-2019 18:34:09 
15   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 18:34:09 
16   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   06-05-2019 18:43:26 
16   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 18:43:26 
17   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   06-05-2019 18:49:43 
17   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 18:49:43 
18   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   07-05-2019 09:08:04 
18   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 09:08:04 
19   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   07-05-2019 09:13:43 
19   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 09:13:43 
20   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   07-05-2019 09:23:50 
20   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 09:23:50 
