% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   24-04-2019 14:46:28 
1   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 14:46:28 
2   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   24-04-2019 14:53:19 
2   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 14:53:19 
3   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   24-04-2019 15:04:47 
3   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 15:04:47 
4   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   24-04-2019 15:19:43 
4   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 15:19:43 
5   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   24-04-2019 15:32:55 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 15:32:55 
6   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   24-04-2019 15:41:54 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 15:41:54 
7   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   24-04-2019 15:55:26 
7   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 15:55:26 
8   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   25-04-2019 10:29:05 
8   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 10:29:05 
9   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   25-04-2019 10:44:05 
9   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 10:44:05 
10   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   25-04-2019 10:48:18 
10   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 10:48:18 
11   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   25-04-2019 10:57:10 
11   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 10:57:10 
12   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   25-04-2019 11:07:51 
12   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 11:07:51 
13   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   30-04-2019 10:21:31 
13   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 10:21:31 
14   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   30-04-2019 10:32:55 
14   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 10:32:55 
15   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   30-04-2019 10:44:25 
15   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 10:44:25 
16   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   30-04-2019 10:51:10 
16   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 10:51:10 
17   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   30-04-2019 11:09:48 
17   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 11:09:48 
18   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   09-05-2019 11:11:19 
18   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   09-05-2019 11:11:19 
19   1   500.00000000   0.76000000   AM   3.00000000   20   10   PC_HD600_audioengineD3   09-05-2019 11:22:03 
19   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   09-05-2019 11:22:03 
20   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   09-05-2019 11:31:06 
20   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   09-05-2019 11:31:06 
