% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   06-05-2019 16:34:23 
1   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 16:34:23 
2   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   06-05-2019 16:53:43 
2   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 16:53:43 
3   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   07-05-2019 08:11:54 
3   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:11:54 
4   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   07-05-2019 08:19:37 
4   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:19:37 
5   1   500.00000000   0.76000000   FM   3.00000000   20   10   PC_HD600_audioengineD3   07-05-2019 08:35:52 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:35:52 
6   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   07-05-2019 08:45:04 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:45:04 
7   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   07-05-2019 08:59:40 
7   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:59:40 
8   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   10-05-2019 08:15:13 
8   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:15:13 
9   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   10-05-2019 08:21:58 
9   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:21:58 
10   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   10-05-2019 08:33:09 
10   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:33:09 
11   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   10-05-2019 08:52:46 
11   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:52:46 
12   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   10-05-2019 08:56:45 
12   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:56:45 
13   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   16-05-2019 08:09:54 
13   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:09:54 
14   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   16-05-2019 08:22:58 
14   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:22:58 
15   1   500.00000000   0.76000000   FM   3.00000000   20   10   PC_HD600_audioengineD3   16-05-2019 08:37:54 
15   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:37:54 
16   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   16-05-2019 08:42:33 
16   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:42:33 
17   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   16-05-2019 08:53:52 
17   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:53:52 
18   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   17-05-2019 08:22:02 
18   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:22:02 
19   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   17-05-2019 08:34:36 
19   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:34:36 
20   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   17-05-2019 08:43:56 
20   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:43:56 
