% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   06-05-2019 16:41:10 
1   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 16:41:10 
2   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   06-05-2019 16:56:17 
2   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 16:56:17 
3   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   07-05-2019 08:13:42 
3   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:13:42 
4   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   07-05-2019 08:17:44 
4   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:17:44 
5   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   07-05-2019 08:26:09 
5   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:26:09 
6   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   07-05-2019 08:37:49 
6   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:37:49 
7   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   07-05-2019 08:52:47 
7   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:52:47 
8   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   10-05-2019 08:13:22 
8   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:13:22 
9   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   10-05-2019 08:26:31 
9   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:26:31 
10   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   10-05-2019 08:39:39 
10   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:39:39 
11   1   500.00000000   0.76000000   FM   3.00000000   20   11   PC_HD600_audioengineD3   10-05-2019 08:43:51 
11   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:43:51 
12   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   10-05-2019 08:58:39 
12   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:58:39 
13   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   16-05-2019 08:18:59 
13   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:18:59 
14   1   500.00000000   0.76000000   FM   3.00000000   20   18   PC_HD600_audioengineD3   16-05-2019 08:24:43 
14   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:24:43 
15   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   16-05-2019 08:33:36 
15   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:33:36 
16   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   16-05-2019 08:49:32 
16   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:49:32 
17   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   17-05-2019 08:08:57 
17   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:08:57 
18   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   17-05-2019 08:17:53 
18   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:17:53 
19   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   17-05-2019 08:25:54 
19   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:25:54 
20   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   17-05-2019 08:45:46 
20   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:45:46 
