% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   13-05-2019 14:40:58 
1   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 14:40:58 
2   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   13-05-2019 14:51:09 
2   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 14:51:09 
3   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   13-05-2019 15:02:32 
3   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 15:02:32 
4   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   13-05-2019 15:13:58 
4   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 15:13:58 
5   1   500.00000000   0.76000000   FM   3.00000000   20   18   PC_HD600_audioengineD3   13-05-2019 15:24:26 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 15:24:26 
6   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   13-05-2019 15:41:23 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 15:41:23 
7   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   13-05-2019 15:52:02 
7   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 15:52:02 
8   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   13-05-2019 16:05:14 
8   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 16:05:14 
9   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   13-05-2019 16:13:44 
9   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 16:13:44 
10   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   13-05-2019 16:33:50 
10   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   13-05-2019 16:33:50 
11   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   14-05-2019 15:16:52 
11   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 15:16:52 
12   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   14-05-2019 15:25:13 
12   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 15:25:13 
13   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   14-05-2019 15:33:02 
13   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 15:33:02 
14   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   14-05-2019 15:41:39 
14   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 15:41:39 
15   1   500.00000000   0.76000000   AM   3.00000000   20   10   PC_HD600_audioengineD3   14-05-2019 15:51:32 
15   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 15:51:32 
16   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   14-05-2019 15:59:21 
16   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 15:59:21 
17   1   500.00000000   0.76000000   FM   3.00000000   20   11   PC_HD600_audioengineD3   14-05-2019 16:12:36 
17   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 16:12:36 
18   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   14-05-2019 16:21:00 
18   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 16:21:00 
19   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   14-05-2019 16:28:55 
19   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 16:28:55 
20   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   14-05-2019 16:44:58 
20   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 16:44:58 
