% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   29-04-2019 16:57:39 
1   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   29-04-2019 16:57:39 
2   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   29-04-2019 17:02:47 
2   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   29-04-2019 17:02:47 
3   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   30-04-2019 09:24:38 
3   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 09:24:38 
4   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   30-04-2019 09:34:27 
4   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 09:34:27 
5   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   30-04-2019 09:58:31 
5   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 09:58:31 
6   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   02-05-2019 10:16:01 
6   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 10:16:01 
7   1   500.00000000   0.76000000   FM   3.00000000   20   18   PC_HD600_audioengineD3   02-05-2019 10:18:07 
7   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 10:18:07 
8   1   500.00000000   0.76000000   AM   3.00000000   20   18   PC_HD600_audioengineD3   02-05-2019 10:34:37 
8   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 10:34:37 
9   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   02-05-2019 10:45:52 
9   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 10:45:52 
10   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   02-05-2019 11:02:20 
10   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 11:02:20 
11   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   02-05-2019 11:27:39 
11   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 11:27:39 
12   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   02-05-2019 11:44:09 
12   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 11:44:09 
13   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   02-05-2019 12:00:41 
13   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 12:00:41 
