% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   AM   3.00000000   20   18   PC_HD600_audioengineD3   25-04-2019 19:33:03 
1   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 19:33:03 
2   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   25-04-2019 19:41:12 
2   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 19:41:12 
3   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   25-04-2019 19:49:02 
3   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 19:49:02 
4   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   25-04-2019 19:55:10 
4   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 19:55:10 
5   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   06-05-2019 14:03:00 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 14:03:00 
6   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   06-05-2019 14:08:57 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 14:08:57 
7   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   06-05-2019 14:21:14 
7   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 14:21:14 
8   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   06-05-2019 14:25:21 
8   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 14:25:21 
9   1   500.00000000   0.76000000   FM   3.00000000   20   18   PC_HD600_audioengineD3   06-05-2019 14:39:55 
9   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 14:39:55 
10   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   06-05-2019 14:53:36 
10   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 14:53:36 
11   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   06-05-2019 14:59:22 
11   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 14:59:22 
12   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   06-05-2019 15:19:19 
12   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 15:19:19 
13   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   06-05-2019 15:29:19 
13   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 15:29:19 
14   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   06-05-2019 15:31:05 
14   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 15:31:05 
15   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   06-05-2019 15:44:57 
15   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 15:44:57 
16   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   07-05-2019 10:03:04 
16   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 10:03:04 
17   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   07-05-2019 10:15:04 
17   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 10:15:04 
18   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   07-05-2019 10:27:10 
18   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 10:27:10 
19   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   07-05-2019 10:35:12 
19   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 10:35:12 
20   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   07-05-2019 10:44:35 
20   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 10:44:35 
