% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   15-04-2019 14:53:23 
1   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 14:53:23 
2   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   15-04-2019 14:57:42 
2   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 14:57:42 
3   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   15-04-2019 15:08:58 
3   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 15:08:58 
4   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   15-04-2019 15:21:32 
4   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   15-04-2019 15:21:32 
5   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   16-04-2019 16:10:44 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-04-2019 16:10:44 
6   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   16-04-2019 16:25:31 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-04-2019 16:25:31 
7   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   16-04-2019 16:31:45 
7   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-04-2019 16:31:45 
8   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   16-04-2019 16:40:04 
8   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-04-2019 16:40:04 
9   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   16-04-2019 16:50:29 
9   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-04-2019 16:50:29 
10   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   23-04-2019 16:19:45 
10   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   23-04-2019 16:19:45 
11   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   23-04-2019 16:32:27 
11   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   23-04-2019 16:32:27 
12   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   23-04-2019 16:45:58 
12   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   23-04-2019 16:45:58 
13   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   23-04-2019 16:54:21 
13   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   23-04-2019 16:54:21 
14   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   24-04-2019 19:12:22 
14   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 19:12:22 
15   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   24-04-2019 19:20:24 
15   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 19:20:24 
16   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   24-04-2019 19:28:19 
16   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 19:28:19 
17   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   24-04-2019 19:40:20 
17   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 19:40:20 
18   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   24-04-2019 19:54:01 
18   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 19:54:01 
19   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   24-04-2019 20:02:19 
19   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 20:02:19 
20   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   24-04-2019 20:12:28 
20   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   24-04-2019 20:12:28 
