% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   FM   3.00000000   20   11   PC_HD600_audioengineD3   09-04-2019 09:26:57 
1   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   09-04-2019 09:26:57 
2   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   10-04-2019 18:22:34 
2   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-04-2019 18:22:34 
3   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   10-04-2019 18:34:59 
3   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-04-2019 18:34:59 
4   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   10-04-2019 18:44:18 
4   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-04-2019 18:44:18 
5   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   10-04-2019 18:48:34 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-04-2019 18:48:34 
6   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   10-04-2019 19:00:16 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-04-2019 19:00:16 
7   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   25-04-2019 15:55:12 
7   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 15:55:12 
8   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   25-04-2019 16:03:26 
8   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 16:03:26 
9   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   25-04-2019 16:16:06 
9   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 16:16:06 
10   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   25-04-2019 16:25:56 
10   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 16:25:56 
11   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   25-04-2019 16:36:22 
11   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 16:36:22 
12   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   25-04-2019 17:01:37 
12   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 17:01:37 
13   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   25-04-2019 17:10:53 
13   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 17:10:53 
14   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   25-04-2019 17:17:58 
14   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   25-04-2019 17:17:58 
