% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   14-05-2019 11:18:37 
1   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 11:18:37 
2   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   14-05-2019 11:38:34 
2   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 11:38:34 
3   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   14-05-2019 11:49:15 
3   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 11:49:15 
4   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   14-05-2019 11:56:02 
4   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   14-05-2019 11:56:02 
5   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   21-05-2019 09:31:31 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   21-05-2019 09:31:31 
6   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   21-05-2019 09:41:56 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   21-05-2019 09:41:56 
7   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   21-05-2019 09:46:24 
7   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   21-05-2019 09:46:24 
8   1   500.00000000   0.76000000   FM   3.00000000   20   11   PC_HD600_audioengineD3   21-05-2019 09:57:09 
8   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   21-05-2019 09:57:09 
9   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   21-05-2019 10:16:21 
9   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   21-05-2019 10:16:21 
10   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   21-05-2019 10:27:17 
10   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   21-05-2019 10:27:17 
11   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   21-05-2019 10:44:05 
11   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   21-05-2019 10:44:05 
12   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   21-05-2019 10:46:28 
12   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   21-05-2019 10:46:28 
13   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   21-05-2019 11:06:28 
13   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   21-05-2019 11:06:28 
14   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   18-06-2019 11:01:51 
14   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   18-06-2019 11:01:51 
15   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   18-06-2019 11:08:37 
15   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   18-06-2019 11:08:37 
16   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   18-06-2019 11:22:56 
16   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   18-06-2019 11:22:56 
17   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   18-06-2019 11:29:32 
17   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   18-06-2019 11:29:32 
18   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   18-06-2019 11:41:51 
18   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   18-06-2019 11:41:51 
19   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   18-06-2019 11:54:34 
19   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   18-06-2019 11:54:34 
20   1   500.00000000   0.76000000   AM   3.00000000   20   18   PC_HD600_audioengineD3   18-06-2019 12:03:04 
20   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   18-06-2019 12:03:04 
