% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   FM   3.00000000   20   11   PC_HD600_audioengineD3   02-05-2019 17:44:01 
1   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 17:44:01 
2   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   03-05-2019 09:10:32 
2   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:10:32 
3   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   03-05-2019 09:18:59 
3   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:18:59 
4   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   03-05-2019 09:32:07 
4   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:32:07 
5   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   03-05-2019 09:39:05 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:39:05 
6   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   03-05-2019 09:44:57 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   03-05-2019 09:44:57 
7   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   06-05-2019 17:04:34 
7   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:04:34 
8   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   06-05-2019 17:10:46 
8   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:10:46 
9   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   06-05-2019 17:24:25 
9   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:24:25 
10   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   06-05-2019 17:28:21 
10   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:28:21 
11   1   500.00000000   0.76000000   FM   3.00000000   20   18   PC_HD600_audioengineD3   06-05-2019 17:44:45 
11   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:44:45 
12   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   06-05-2019 17:52:48 
12   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 17:52:48 
13   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   06-05-2019 18:11:49 
13   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 18:11:49 
14   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   06-05-2019 18:19:33 
14   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 18:19:33 
15   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   06-05-2019 18:32:18 
15   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 18:32:18 
16   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   06-05-2019 18:45:31 
16   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 18:45:31 
17   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   06-05-2019 18:54:16 
17   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 18:54:16 
18   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   07-05-2019 09:10:09 
18   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 09:10:09 
19   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   07-05-2019 09:15:50 
19   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 09:15:50 
20   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   07-05-2019 09:27:38 
20   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 09:27:38 
