% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   29-04-2019 16:47:42 
1   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   29-04-2019 16:47:42 
2   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   30-04-2019 09:10:42 
2   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 09:10:42 
3   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   30-04-2019 09:28:39 
3   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 09:28:39 
4   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   30-04-2019 09:32:17 
4   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 09:32:17 
5   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   30-04-2019 09:47:17 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   30-04-2019 09:47:17 
6   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   02-05-2019 10:11:21 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 10:11:21 
7   1   500.00000000   0.76000000   FM   3.00000000   20   16   PC_HD600_audioengineD3   02-05-2019 10:29:17 
7   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 10:29:17 
8   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   02-05-2019 10:32:41 
8   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 10:32:41 
9   1   500.00000000   0.76000000   AM   3.00000000   20   11   PC_HD600_audioengineD3   02-05-2019 10:56:21 
9   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 10:56:21 
10   1   500.00000000   0.76000000   FM   3.00000000   20   17   PC_HD600_audioengineD3   02-05-2019 11:16:09 
10   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 11:16:09 
11   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   02-05-2019 11:23:09 
11   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 11:23:09 
12   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   02-05-2019 11:36:04 
12   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 11:36:04 
13   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   02-05-2019 11:50:44 
13   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   02-05-2019 11:50:44 
14   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   09-05-2019 08:14:50 
14   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   09-05-2019 08:14:50 
15   1   500.00000000   0.76000000   AM   3.00000000   20   17   PC_HD600_audioengineD3   09-05-2019 08:22:03 
15   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   09-05-2019 08:22:03 
16   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   09-05-2019 08:38:07 
16   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   09-05-2019 08:38:07 
17   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   09-05-2019 08:49:50 
17   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   09-05-2019 08:49:50 
18   1   500.00000000   0.76000000   AM   3.00000000   20   15   PC_HD600_audioengineD3   09-05-2019 09:09:51 
18   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   09-05-2019 09:09:51 
19   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   09-05-2019 09:20:49 
19   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   09-05-2019 09:20:49 
20   1   500.00000000   0.76000000   AM   3.00000000   20   18   PC_HD600_audioengineD3   09-05-2019 09:23:17 
20   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   09-05-2019 09:23:17 
