% run#   track#   exppar1[Hz]   exppar2[N/A]   exppar3[N/A]   expvar[Hz]   n.pres   n.correct calscript   dateStamp   timeStamp
1   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   06-05-2019 16:39:15 
1   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 16:39:15 
2   1   500.00000000   0.76000000   FM   3.00000000   20   15   PC_HD600_audioengineD3   06-05-2019 16:49:35 
2   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 16:49:35 
3   1   500.00000000   0.76000000   FM   3.00000000   20   8   PC_HD600_audioengineD3   06-05-2019 16:59:06 
3   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   06-05-2019 16:59:06 
4   1   500.00000000   0.76000000   AM   3.00000000   20   12   PC_HD600_audioengineD3   07-05-2019 08:22:11 
4   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:22:11 
5   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   07-05-2019 08:31:32 
5   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:31:32 
6   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   07-05-2019 08:43:10 
6   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:43:10 
7   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   07-05-2019 08:57:45 
7   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   07-05-2019 08:57:45 
8   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   10-05-2019 08:20:05 
8   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:20:05 
9   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   10-05-2019 08:24:33 
9   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:24:33 
10   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   10-05-2019 08:35:43 
10   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:35:43 
11   1   500.00000000   0.76000000   FM   3.00000000   20   11   PC_HD600_audioengineD3   10-05-2019 08:48:42 
11   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 08:48:42 
12   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   10-05-2019 09:01:09 
12   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   10-05-2019 09:01:09 
13   1   500.00000000   0.76000000   FM   3.00000000   20   13   PC_HD600_audioengineD3   16-05-2019 08:17:03 
13   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:17:03 
14   1   500.00000000   0.76000000   AM   3.00000000   20   14   PC_HD600_audioengineD3   16-05-2019 08:29:35 
14   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:29:35 
15   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   16-05-2019 08:40:34 
15   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:40:34 
16   1   500.00000000   0.76000000   FM   3.00000000   20   14   PC_HD600_audioengineD3   16-05-2019 08:47:33 
16   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   16-05-2019 08:47:33 
17   1   500.00000000   0.76000000   AM   3.00000000   20   16   PC_HD600_audioengineD3   17-05-2019 08:13:30 
17   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:13:30 
18   1   500.00000000   0.76000000   FM   3.00000000   20   12   PC_HD600_audioengineD3   17-05-2019 08:16:01 
18   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:16:01 
19   1   500.00000000   0.76000000   AM   3.00000000   20   13   PC_HD600_audioengineD3   17-05-2019 08:32:40 
19   1   500.00000000   0.76000000   AM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:32:40 
20   1   500.00000000   0.76000000   FM   3.00000000   20   10   PC_HD600_audioengineD3   17-05-2019 08:37:06 
20   1   500.00000000   0.76000000   FM   3.10000000   0   0   PC_HD600_audioengineD3   17-05-2019 08:37:06 
